database	cell_type	n_markers	n_markers_in_uf	n_markers_affected	frac_affected	affected_markers
CellMarker2	CD1C-CD141- dendritic cell	327	322	322	1.0	ABCC3;ABHD3;ABI3;ACOT9;ADGRE1;ADGRE2;ADGRE5;AGTRAP;AIF1;ALDH3B1;ALOX5;AMPD2;AP2A1;APOBEC3A;APOL6;ARAP1;ARAP2;ARHGEF3;ARL4A;ARRB1;ARRB2;ARRDC3;ASAH1;ATP1B3;BACH1;BCL2A1;BID;BIN2;BLOC1S3;BLVRA;C3AR1;C5AR1;CABP4;CALHM6;CALML4;CAMK1;CAMKK2;CASP1;CASP4;CCM2;CCPG1;CD244;CD300A;CD300E;CD300LF;CD52;CD68;CD79B;CDC42EP3;CDH23;CDKN1C;CFD;CHST15;CKB;CLEC12A;CLEC4F;CLEC7A;CMTM7;CNIH4;CORO2A;CPPED1;CSF1R;CSGALNACT2;CSK;CTSL;CTSS;CX3CR1;CXCL16;CYTIP;DDX60;DDX60L;DENND3;DENND5A;DMXL2;DNAJB1;DNASE2;DOK2;DOK3;DPE
CellMarker2	Cancer cell	307	303	303	1.0	ABCB5;ACSL4;ACYP2;ADH1B;AFP;AHSA1;AKR1A1;ALDH1A1;ALK;ALPI;AMACR;AMD1;ANGPTL3;ANO1;APC;APOBEC3A;AQP4;AREG;ARHGAP10;ARID1A;ASB13;ASPM;ATAD2;ATP1B3;B3GAT1;B3GNT2;BARHL1;BATF3;BCAM;BCAN;BCL2;BIRC5;BRAF;BRCA1;BRCA2;BSG;C1GALT1C1;CA9;CAMK1D;CAPS;CCDC50;CCR7;CD163;CD19;CD1C;CD24;CD274;CD276;CD33;CD36;CD38;CD3G;CD4;CD44;CD5;CD68;CD79A;CD8A;CDH1;CDH17;CDH5;CDK1;CDKN2A;CEACAM1;CEACAM5;CHD1L;CHD5;CHMP2A;CHST15;CNDP2;COL1A2;COL3A1;COLEC10;CPNE1;CR2;CREB3L2;CRYBB2;CSPG4;CTNNA1;CTNNB1;CX3CR1;CYB5R2;CYFIP2;CYP
CellMarker2	Ciliated cell	320	297	297	1.0	ACAD11;ACE2;AGBL5;AGR3;AHSA1;AK1;AKAP14;ALDH3A1;ALDH3B1;ALDH9A1;AMZ2;ANG;ANKRD37;ANKRD65;ANKRD66;AP3M2;APOBEC4;APOO;ARHGAP24;ARHGAP39;ARL3;ATF3;ATP5IF1;AZIN1;B3GNT7;B9D1;B9D2;BASP1;BBOF1;BBS9;BRD3OS;BSCL2;BTBD3;C11orf52;C11orf97;C12orf75;C2orf81;C5orf15;CABCOCO1;CALM1;CALML4;CAPS;CAPSL;CARS1;CAST;CBY1;CCDC170;CCDC181;CCDC33;CCDC60;CCDC65;CCDC74B;CCDC78;CCDC81;CCL15;CCN2;CD59;CETN2;CFAP126;CFAP141;CFAP161;CFAP251;CFAP276;CFAP298;CFAP36;CFAP52;CFAP53;CFAP61;CFAP73;CFAP77;CFAP95;CIB1;CIBAR2;CKB;CRA
CellMarker2	Ionocyte cell	305	295	295	1.0	ACADS;ACP1;ACSL1;ACVR1;ADGRF5;ADM;AGPAT2;AIFM1;AKAP7;AKIP1;AKIRIN1;AKR1B1;AMACR;ANGEL2;ANK2;ANKRD6;ANKRD9;APLP2;APP;ARL4A;ARL6IP5;ASCL3;ATL2;ATP11A;ATP1A1;ATP6V0A4;ATP6V0B;ATP6V0C;ATP6V0D2;ATP6V1A;ATP6V1B1;ATP6V1C2;ATP6V1F;ATP6V1G3;ATP7A;AXIN1;BCL2;BCOR;BCR;BFAR;BIK;BMF;BPIFA2;BRPF1;BSND;C11orf68;C1D;C9orf152;CA12;CALML3;CAMK2B;CBR3;CCDC107;CCDC85C;CCNJL;CD164;CD9;CDA;CDKN1B;CELF2;CEP20;CFTR;CGNL1;CHST15;CLCN3;CLCNKA;CLCNKB;CLGN;CNN3;CORO7;COX5B;COX6B2;COX7B;CSPG5;CYP51A1;DARS1;DDAH2;DHRS7;DMRT2
CellMarker2	Gonadal mitotic phase fetal germ cell	304	294	294	1.0	A4GALT;AARS2;ABCB8;ABHD14B;ACADS;ACE;ACP5;ADD2;AEN;AKAP1;ALDH4A1;ALPL;ALX4;ANXA6;APOC1;APOE;AQP3;ARHGAP1;ARL6IP1;ARPC1B;ARRB1;ATG2A;ATP2A3;ATP6AP2;ATP6V1B1;BAX;BEND3;BFAR;BOLA3;BPHL;BSPRY;CABYR;CALR;CATSPERG;CCND2;CCPG1;CD53;CD63;CD81;CD9;CDC42EP1;CDC42EP4;CDCA7;CDT1;CDX1;CENPA;CFLAR;CHEK1;CHP1;CLDN6;CNPY2;CNPY3;COL22A1;COL4A1;COL4A2;CTSA;CTSL;CYP2S1;DCAF4;DDIT4;DHTKD1;DHX33;DLG3;DMD;DNMBP;DPH7;DPPA3;DPPA4;DPPA5;EEF1A1;EFEMP1;EIF3K;ELOVL6;EMC7;ENC1;ERBB3;ESAM;ESRP1;ETV4;EXOSC5;F2R;FABP3;FAM124B;
CellMarker2	Exhausted CD8+ T cell	297	287	287	1.0	ABCG1;ACP5;ACSL4;ACTN4;AFAP1L2;AHI1;AIP;AKAP5;ALOX5AP;ANKRD10;ANXA5;APOBEC3C;APOBEC3D;APOBEC3F;APOBEC3G;ARHGAP9;ARID5B;ARL3;ARNT;ARPC1B;ASB2;ATP10D;ATP8B4;ATXN1;BATF;BCL2L11;BLOC1S2;BST2;BTG3;BTLA;CALCOCO2;CALM3;CAMK1;CAPZA2;CASP3;CAT;CBLB;CCDC141;CCL3;CCND2;CD200;CD27;CD2BP2;CD38;CD3D;CD3E;CD63;CD7;CD70;CD82;CD84;CD8A;CHST12;CLNK;CLSTN3;COQ10B;COTL1;CREM;CSF1;CSNK2B;CTLA4;CTNNA1;CTNNB1;CTSB;CTSD;CXCL13;CXCR6;CYBC1;DCAF11;DDX60;DGKH;DLX5;DRAP1;DUSP4;EID1;ENTPD1;EOMES;EPSTI1;ETNK1;ETV1;EWSR1;FAM3
CellMarker2	Macrophage	285	285	285	1.0	ABL2;ACP5;ADAMDEC1;ADGRE1;AIF1;AIM2;ALCAM;ANOS1;APOBEC3A;APOC1;APOE;ARG1;ARG2;ASAH1;ATG7;ATP1B1;BCAT1;BHLHE40;BST2;C1QA;C1QB;C1QC;C3AR1;C5AR1;CCL18;CCL2;CCL22;CCL3;CCL4;CCL7;CCL8;CCR1;CCR2;CCR5;CCR7;CD14;CD163;CD19;CD1A;CD1C;CD200R1;CD209;CD274;CD300A;CD33;CD34;CD36;CD4;CD40;CD52;CD53;CD55;CD5L;CD63;CD68;CD74;CD80;CD81;CD83;CD84;CD86;CD9;CD93;CDH5;CHI3L1;CHIT1;CIB1;CIITA;CLEC10A;CLEC5A;CMKLR1;CNR2;COL8A2;COLEC12;CORT;CREG1;CREM;CSF1;CSF1R;CSF2RA;CSF3R;CST3;CTSB;CTSC;CTSD;CTSK;CTSL;CTSS;CX3CR1;CX
CellMarker2	Neuron	266	265	265	1.0	ABI3BP;ACE;ACHE;ACKR3;ADARB2;ADCYAP1;ALCAM;ALDH1L1;APBB1;APOE;AQP4;ARF3;ARMH4;ARX;ASCL1;ATP6V1A;B2M;BCL11B;BCL2;BEX3;CACNA2D1;CACNA2D2;CALB1;CALB2;CASZ1;CBLN1;CCK;CD200;CD24;CD47;CD6;CD68;CDH2;CDK1;CDO1;CHAT;CHGA;CNTN4;COBL;CRABP1;CRH;CRX;CSF3R;CSRP2;CST3;CUX2;CX3CL1;CX3CR1;DACH2;DCLK1;DCN;DCX;DGKG;DLG4;DLL1;DLL3;DLX1;DLX2;DLX5;DLX6;DPYSL5;EGFR;ELAPOR1;ELAVL3;ELAVL4;ENO2;EOMES;EPHA7;ETV1;FABP7;FLT1;FOS;FOXG1;FUT4;GABBR1;GABRA1;GABRB2;GAD1;GAD2;GAP43;GFAP;GFRA2;GLRA2;GNGT1;GPM6A;GRIA1;GRIA3;GRIK1
CellMarker2	Leydig precursor cell	227	224	224	1.0	ABCA10;ABLIM1;ADAMTS1;ADD3;AK1;ALDH1A3;ANGPT2;ANGPTL1;ARHGAP28;ARX;BCHE;BGN;BICC1;C1QTNF7;C1R;C1S;C7;CALD1;CALU;CCDC102B;CCND3;CDC42EP1;CDH11;CERCAM;CFH;CHSY1;CLEC11A;CNN3;COL14A1;COL15A1;COL1A1;COL3A1;COL4A5;COL5A1;COL5A2;COL6A1;COL6A2;COLEC11;CPXM1;CRABP2;CRISPLD2;CRTAP;CTSC;CXCL12;CYBRD1;CYP1B1;DCN;DLC1;DLK1;EBF1;EDNRA;EDNRB;EEF1A1;EEF1G;EFEMP2;EGFLAM;EHD2;ELN;EMP2;ENC1;ENG;F10;FAM114A1;FBLIM1;FBN1;FBN2;FBXO17;FCGRT;FKBP7;FLRT2;FSTL1;FSTL5;FXYD1;FXYD6;GAS5;GCSH;GLT8D2;GOLIM4;GPC3;GSTM2;GSTM5;
CellMarker2	Retinoid acid signaling-responsive fetal germ cell	226	218	218	1.0	A1BG;AAMDC;ABHD14A;ACTN2;ADA;AFF3;AGBL5;AKAP11;ANHX;ANP32B;ARL6IP4;ASB9;ATOX1;ATP6V1D;B2M;B3GALNT1;BID;BLOC1S1;BLVRA;CALCOCO2;CASP7;CCDC74B;CCND1;CCNO;CD24;CD74;CDK2AP1;CDKN2D;CDKN3;CFAP221;CFAP53;CFAP97;CFI;CHMP2A;CMTM7;CNP;COTL1;COX7A1;CPE;CRABP2;CST3;CST6;CTRL;CYP26A1;DAZL;DCTN3;DCTN4;DDX24;DERL3;DGUOK;DKC1;DLK1;DNAJC4;DNM1L;DNMT1;DOCK8;DPCD;DTD1;DUSP9;ECI2;ELOVL2;EPB41L5;ESX1;EZHIP;FAM114A1;FAM133A;FAM216A;FAM76A;FBN2;FBXO15;FBXO9;FBXW4;FDFT1;FST;GALK1;GLIPR1L2;GLRX2;GNS;GPATCH11;GPX4;HAGH;H
PanglaoDB	Interneurons	217	214	214	1.0	AAK1;ABAT;ABCC5;ABR;ACBD5;ACSL4;ADARB1;ADCY1;ADCY8;ADGRA1;ADGRL2;ADORA2A;AGAP1;AKAP8L;APOC3;AQP4;ARHGAP21;ARX;ATG12;BACE1;BRINP1;CACNA1E;CACNA1I;CACNB1;CACNG2;CACNG7;CALB1;CALB2;CALN1;CAMK2A;CAMK4;CAMKV;CASK;CCDC136;CCK;CDH4;CDHR1;CDK17;CDKL5;CGA;CHAT;CHN1;CHST1;CLDN9;CPLX1;CPNE5;CRH;CRHR1;CXCL14;DCAF7;DDN;DEPTOR;DHRS3;DISP2;DLGAP1;DLX1;DLX2;DLX5;DNAJC6;DNM3;DZANK1;EID2;ELMO1;EML5;EN1;EOMES;ETV1;EVX1;FAM81A;FBXO11;FBXW11;FCHSD2;FGF12;FRRS1L;FRYL;GABBR2;GABRA4;GABRA5;GAD1;GAL;GATA2;GDA;GNG4;GRIA4
CellMarker2	Fibroblast	208	208	208	1.0	ACTA2;ADAMTS4;ADGRE5;ALDH1A1;ALDH1A2;ALKAL2;APCDD1;APOC3;APOD;APOE;ASPN;AXL;BGN;BMP2;BMP3;C11orf96;C1R;C5AR2;C7;CALD1;CAV1;CCL19;CCL2;CCL21;CCN2;CD14;CD163;CD19;CD24;CD34;CD36;CD3D;CD44;CD47;CD55;CD7;CD81;CDKN1A;CENPF;CFB;CFD;CKAP4;CLEC11A;CLEC2B;COCH;COL11A1;COL11A2;COL14A1;COL18A1;COL1A1;COL1A2;COL25A1;COL28A1;COL2A1;COL3A1;COL4A1;COL5A1;COL6A1;COL6A2;COL6A5;COL9A3;COLEC11;CSPG4;CXCL1;CXCL10;CXCL12;CXCL13;CXCL14;CXCL2;DCN;DDR2;DKK3;DLK1;DPP4;EBF2;EBF3;ECM2;ENG;FABP5;FAP;FBLN1;FBLN2;FBN1;FGF2;F
CellMarker2	Liver bud hepatic cell	207	207	207	1.0	AADAC;ABHD14B;ABLIM3;ACSL1;AHSP;AIMP2;AK2;AKR1C1;AKR1C2;ALAS2;ALB;ALG8;AMBP;APOH;APOL1;ASNSD1;ATP5MC1;AZGP1;BHMT2;BID;C19orf33;C1R;C1S;CARHSP1;CASP7;CCDC198;CCL20;CD47;CD58;CDC37L1;CFH;CFHR1;CHCHD2;CKLF;CLDN1;CPB2;CPM;CPNE8;CSRP1;CYP2J2;CYP3A7;CYP4V2;DDX21;DIAPH2;DNAJC12;DPM3;DUSP23;ECT2;EFHD2;EIF1AY;ELOVL5;EMP2;EMP3;ENPP1;ERICH5;ESF1;EVA1A;F5;FAM216A;FARSB;FILIP1L;FKBP4;FKBP5;FSTL3;FTH1;FXYD1;FXYD2;GAL;GBP1;GC;GLIPR1;GLRX2;GMNN;GNAI1;GPX7;GTF3A;H2AC19;H2AJ;H2BC12;HP;HPD;HPRT1;HS3ST3B1;HSPB1;HYP
CellMarker2	T cell	222	206	206	1.0	ADGRE5;ALK;ANPEP;B3GAT1;BCL11B;BST2;BTLA;CAMK4;CCL4;CCL5;CCR10;CCR2;CCR3;CCR4;CCR5;CCR6;CCR7;CCR8;CD160;CD177;CD19;CD1A;CD1B;CD2;CD200;CD200R1;CD22;CD244;CD247;CD27;CD274;CD28;CD34;CD38;CD3D;CD3E;CD3G;CD4;CD40LG;CD44;CD48;CD5;CD52;CD53;CD58;CD6;CD63;CD68;CD69;CD7;CD70;CD79A;CD80;CD81;CD83;CD84;CD86;CD8A;CD8B;CD9;CD96;CFD;CIITA;CRTAM;CTLA4;CX3CR1;CXCL10;CXCL13;CXCR3;CXCR4;CXCR5;CXCR6;DPP4;ENTPD1;EOMES;ETS1;FAS;FASLG;FCAR;FCER2;FCGR3A;FLT3LG;FOS;FOXP3;GATA1;GATA3;GBP5;GIMAP7;GNLY;GZMA;GZMB;GZMH;GZ
PanglaoDB	Neurons	203	199	199	1.0	AAK1;ABAT;ACSL4;AGRP;AIM2;AKAP8L;AQP1;ARHGDIG;ARID4A;ATP6V0A1;ATP6V1H;AVP;B3GAT2;BEX1;BEX2;CACNA2D1;CACNA2D2;CACNB3;CACNB4;CACNG2;CALB1;CALB2;CAMK2N1;CBARP;CCDC28B;CCK;CDK5;CELF6;CHAT;CHD6;CHN1;CHODL;CLSTN3;CMIP;CNRIP1;CNTNAP2;COPG1;CPLX1;CPNE6;CSF3;CSPP1;CTTNBP2;CTXN2;CXCL1;CXCR5;DDN;DGKB;DISP2;DLG4;DLGAP1;DNER;DNM3;DTD1;DUSP26;DYNC1I1;DZANK1;ELAVL3;EML5;ENO2;EPO;FAM181B;FBLN2;FBXW7;FLYWCH1;FMO1;FRRS1L;GABBR2;GABRA1;GABRG2;GAD1;GHSR;GNAI1;GNG2;GNL3L;GPATCH8;GPR162;GPRASP2;GRIA3;GRIA4;GRM5;HAP1;
CellMarker2	FGFR1HighNME5- epithelial cell	204	197	197	1.0	AARS1;ABHD8;ABI3BP;ACKR1;ACOT9;ACP3;ADAM22;ADAM33;ADAMTS1;ADAMTS2;ADAMTSL1;ADGRB2;ADGRD1;ADGRL3;AFAP1L2;AOX1;ARHGAP10;ARHGAP30;ARHGAP42;ARMH4;ASB2;ASPA;ATP9B;ATXN1L;BMP1;C17orf100;CA2;CADM4;CDC23;CDK5RAP1;CERS3;CHRDL1;CILP;CISD3;CMTM3;COL16A1;COL17A1;COL5A3;COLEC12;CPZ;CRKL;CRMP1;CSAD;CTSK;CYP1B1;DAGLA;DCHS1;DDX31;DENND10;DLC1;DLK1;DOCK11;EGR2;ELOVL6;ERMARD;ETFRF1;FAM83C;FBN1;FBXO4;FBXO44;FECH;FGFR1;FKBP10;FKBP7;FLRT2;FNDC5;FOXF1;FRRS1;FSIP2;FURIN;GABBR1;GALT;GARNL3;GAS1;GFRA1;GHR;GLT8D2;GPR37;G
CellMarker2	Myeloid cell	199	197	197	1.0	ACTA2;AIF1;ANPEP;APOC1;APOE;AREG;ARG1;ATG7;BST1;C1QA;C1QB;C1QC;C5AR1;CASK;CCDC88B;CCL13;CCL2;CCL23;CCL4;CCL7;CCL8;CCR1;CCR2;CCR3;CCR4;CCR5;CD14;CD163;CD177;CD19;CD1C;CD1E;CD2;CD200R1;CD209;CD22;CD24;CD244;CD274;CD300LF;CD33;CD34;CD38;CD4;CD40;CD48;CD63;CD68;CD69;CD74;CD80;CD81;CD83;CD84;CD86;CD9;CD93;CDH13;CDKN1C;CEACAM3;CEACAM8;CEBPA;CHI3L1;CHIT1;CLEC10A;CLEC12A;CLEC4C;CLEC5A;CNR2;COL8A2;CR1;CREB5;CRISPLD2;CSF1R;CSF2RA;CSF3R;CST3;CST4;CST7;CSTB;CTSK;CTSS;CX3CR1;CXCL5;CXCL8;CXCR2;CXCR3;CXCR4;CYB
CellMarker2	Granulosa cell	202	193	193	1.0	ADI1;AEBP1;AK1;ALDH1A1;AMH;AP1S3;APOBEC3C;ARHGAP29;ARHGDIB;ATP1A1;ATP2B1;BCL3;BEND5;BIRC3;C1R;C1S;C6orf62;C7;CACNA1F;CALB2;CCDC152;CCND3;CCNG1;CD14;CDCP1;CDKN1C;CEBPD;CHI3L1;CHST8;COL14A1;COL1A1;COL1A2;COPE;CRABP2;CXCL10;CYP19A1;DHRS13;DIPK2A;DIRAS3;DLK1;EIF5A;EMILIN2;EMP3;ENO2;FABP5;FBLN1;FLOT2;FOXL2;FSHR;FSTL3;FXYD5;GAPDH;GATM;GGT5;GLDC;GNG2;GOLT1A;GOLT1B;GPC3;GPX3;GTSF1;H1-3;H2AC8;HBD;HIF3A;HILPDA;HINT1;HLA-DQB1;HLA-DRA;HLA-DRB1;HLA-DRB5;HMGA2;HMGB3;HMGN2;HNRNPM;HORMAD1;ICAM1;IFI16;IFI6;IFITM
CellMarker2	Neutrophil	200	192	192	1.0	ABHD5;ADAM8;ADGRG3;ADM;ALPL;ANP32A;ANPEP;ANXA3;AQP9;ARG1;AZU1;BASP1;BCL2A1;BST1;BTNL8;C5AR1;CA4;CAMP;CCR7;CD101;CD14;CD177;CD19;CD24;CD274;CD33;CD34;CD38;CD44;CD48;CD55;CD68;CD80;CD86;CD93;CDA;CEACAM3;CEACAM6;CEACAM8;CEBPB;CFLAR;CLC;CLEC4D;CLEC4E;CMTM2;CR1;CRISPLD2;CSF2RA;CSF3;CSF3R;CTSG;CXCL1;CXCL2;CXCL3;CXCL6;CXCL8;CXCR1;CXCR2;CXCR3;CXCR4;CYP4F3;DEFA4;DGAT2;DRC1;DUSP2;DYSF;ELANE;ENPP3;FCAR;FCGR1A;FCGR2A;FCGR3A;FCGR3B;FOS;FPR1;FPR2;FPR3;FTL;FUT4;G0S2;GBP1;GBP4;GBP5;GCA;GDA;GYPA;HAL;HCAR2;HCAR3;
CellMarker2	Natural killer cell	194	187	187	1.0	ADARB1;ALDH1B1;B3GAT1;BAAT;BCL2;CASP5;CCL19;CCL3;CCL4;CCL5;CCR4;CCR6;CCR7;CD14;CD160;CD163;CD19;CD2;CD226;CD244;CD247;CD27;CD34;CD38;CD3D;CD3E;CD3G;CD4;CD40LG;CD44;CD52;CD68;CD69;CD7;CD74;CD79B;CD81;CD8A;CD8B;CD96;CDC5L;CHST12;CHST2;CLIC3;CR2;CST7;CTSW;CX3CR1;CXCL10;CXCR1;CXCR3;CXCR4;CXCR5;CXCR6;CXXC5;DOCK2;DUSP1;EOMES;FASLG;FCER1G;FCGR2A;FCGR3A;FCGR3B;FGF18;FGFBP2;FLT3;FLT3LG;FOS;FUT5;FZR1;GATA3;GEM;GGT1;GNLY;GSG1;GZMA;GZMB;GZMH;GZMK;GZMM;H4C3;HAVCR2;HLA-E;HMGB2;HOPX;ICAM1;ID2;IFITM3;IFNG;IGFBP
CellMarker2	Cancer stem cell	186	184	184	1.0	ABCA5;ABCB1;ABCB5;ABCC3;ABCC6;ABCG2;ABCG5;AFP;ALCAM;ALDH1A1;ALDH1A2;ALDH1A3;ALDH1B1;ALDH2;ALDH6A1;AMACR;ANPEP;ASCL1;BCL2;BEX1;BIRC5;BMI1;BOC;BST1;CADM1;CASP3;CBX3;CCL1;CCND2;CD14;CD151;CD19;CD2;CD200;CD24;CD244;CD27;CD33;CD34;CD38;CD40;CD44;CD47;CD55;CD58;CD7;CD9;CD93;CD96;CDX2;CEACAM6;CHD7;CHEK1;CLCC1;CLEC12A;CTNNB1;CX3CL1;CX3CR1;CXCL12;CXCR1;CXCR4;DCLK1;DLL4;DPP4;EGFR;EMX2;EPAS1;EPCAM;ERBB2;ERBB3;ESR1;ETFA;EZH2;FCGR2A;FLOT2;FLT1;FOXM1;FUT4;FZD4;GFAP;GJA1;GLI1;GLI2;GPC3;HAVCR2;HES1;HGF;HMOX1;HO
PanglaoDB	Endothelial cells	187	183	183	1.0	ABCG2;ACKR1;ACVRL1;ADAMTS1;ADGRF5;ADGRL4;ADIRF;ADORA2A;APLN;APLNR;APOLD1;AQP1;AQP7;ARAP3;ARHGEF15;BDP1;BIRC2;BMP2;BMX;BTNL9;C1QTNF1;C7;CALCRL;CARD10;CASZ1;CAV1;CCL14;CCL19;CCL23;CD300LG;CD34;CD36;CD46;CD55;CD82;CD9;CD93;CDH5;CDKN1C;CHST1;CLDN5;CLEC14A;CLEC1B;CLEC4G;CLIC4;CRHBP;CXCL1;CYP1B1;DLL4;DNASE1L3;DPP4;ECE1;ECSCR;EDNRB;EGFL7;EHD3;ELK3;EMCN;EMP1;ENG;EPAS1;ERG;ESM1;ETS1;F8;FABP4;FAM167B;FCN2;FCN3;FHL2;FLI1;FLT1;FLT4;FOXF1;FOXF2;GIMAP5;GJA4;GJA5;GNG11;GPIHBP1;GPM6A;GPR182;HEXIM1;HEY1;HSPG2;HY
CellMarker2	Oligodendrocyte	186	182	182	1.0	ACAT2;ACTG1;ADAMTS4;AFAP1L2;ALCAM;AMOTL2;ANGPTL2;APC;APOD;ARL4A;ASIC1;ASPA;ATCAY;ATP5F1E;BCAS1;BIN1;CDH13;CDHR1;CDK18;CLDN11;CNDP1;CNP;CNTNAP2;COX7C;CRB1;CRYAB;CSPG4;CXADR;DAAM2;DHCR24;DHCR7;DLL1;DLL3;DPYD;DSCAM;EBP;EDIL3;EEF1B2;EEF2;EIF3E;EIF3L;ENPP6;EPHX2;EPN2;ERBB3;ERMN;EVI2A;FA2H;FABP7;FAU;FDPS;FERMT1;FGFBP3;FXYD6;GALNT6;GAP43;GJB1;GPR17;GPR37;GPR37L1;GPR62;GRIA1;GRIA2;GRIA4;GRIK2;GRM3;GSN;HIP1;HIPK2;IFITM10;KCNH8;KCNIP3;KLK6;KLRC2;LDHB;LGI3;LHFPL3;LIMA1;LIMS2;LMF1;LPAR1;LRRN1;MAG;MAL;MAML2;
CellMarker2	Neural progenitor cell	182	181	181	1.0	ADGRG1;ANP32E;APOLD1;ASPM;ATAD2;AURKB;BIRC5;BTG3;BUB1;BUB3;C21orf58;CCNA2;CCNB1;CCNB2;CDC20;CDCA3;CDCA4;CDCA5;CDCA7;CDH6;CDK1;CDKN3;CDON;CENPF;CENPK;CENPM;CENPN;CENPU;CENPW;CHL1;CKAP2;CKAP2L;CKS1B;CKS2;CLIC1;CLSPN;CNTLN;CREB5;DACH1;DCX;DEPDC1B;DHFR;DLGAP5;DTYMK;DUT;DYNC2I2;EFNB1;EMX1;EMX2;EOMES;FBXO5;FEN1;GAP43;GFAP;GINS2;GLI3;GMNN;GNG2;GNG5;GTSE1;H2AX;H2AZ1;H2AZ2;H4C3;HAT1;HELLS;HES1;HES5;HJURP;HMGB2;HMGB3;HMGN2;HSPB1;ID4;IGF2BP1;ITGB3BP;KIF11;KIF15;KIF22;KIF23;KIF2C;KNSTRN;KPNA2;LDHA;LHX6;LMO3
CellMarker2	Stem cell	175	174	174	1.0	ABCB5;ABCG2;ACTA1;ADAM17;ADGRG1;AFP;ALCAM;ALDH1A1;ALDH1A2;ALDH1A3;ALDH1B1;ALDH2;ALDOC;ALPP;ANPEP;ASCL2;ATP1A2;AXIN2;BMI1;CASP3;CCKBR;CCND2;CCR7;CD164;CD200;CD24;CD28;CD33;CD34;CD36;CD44;CD70;CD82;CD9;CDH5;CDK12;CHRNA1;CLEC12A;CLU;CSPG4;CXCR4;DAG1;DCLK1;DCX;DLK1;DNMT3B;DPP4;DPPA2;DPPA4;EGFR;EGR1;EPC1;EPCAM;EPHB2;EZH2;FABP4;FABP7;FLI1;FLT1;FOS;FUT4;GAL;GAS1;GATA2;GDF3;GFAP;GLI1;GNL3;GRB7;HAPLN1;HAVCR2;HES1;HEY1;HNF1B;HOPX;ICAM1;ID2;IGFBP5;IHH;IL1RAP;IL2RA;IL3RA;IL7R;ITGA6;ITGAV;ITGB1;ITGB3;KDR;KIF
PanglaoDB	Fibroblasts	171	167	167	1.0	ABI3;ACKR3;ADAM33;ADAMTS10;ADAMTS5;ANGPTL2;ARAP1;ASPN;C1S;CCL11;CCL19;CCR2;CD248;CD300E;CD40;CD44;CD55;CDH11;CEBPB;CELA1;CKAP4;CLEC3B;COL12A1;COL13A1;COL14A1;COL15A1;COL1A1;COL1A2;COL3A1;COL4A3;COL4A4;COL5A1;COL5A2;COL6A2;COL6A3;COL7A1;COL8A1;COPZ2;CTHRC1;CTSK;CXCL14;CXCL3;CXCL8;CYP1B1;DCN;DDR2;DKK1;DKK3;DPEP1;DPT;EDN3;EFEMP1;EGR1;ELN;EN1;ENO3;ENTPD2;ERCC1;FABP4;FAP;FBLN2;FBLN7;FBN1;FGF2;FGR;FIBIN;FKBP10;FKBP7;FLI1;FMO2;FN1;FOSB;FOSL2;FOXF1;FRZB;FSTL1;GJB2;GREM1;GSN;GSTM5;HAS1;HCK;HGF;HHIP;HIF1A
CellMarker2	Migration phase fetal germ cell	171	166	166	1.0	ABHD12B;ABRACL;ACTC1;ACTG2;ACTR1A;ADAMTS5;ADTRP;ALDOC;ANXA3;APRT;ARL4D;ARMCX3;ASPA;ATP5MC1;ATP6V1F;BEX2;BEX3;BEX4;BOLA3;BZW2;CA2;CARHSP1;CCDC152;CD38;CEBPZ;CHMP4A;CHST2;CLEC4D;CNN2;COL1A2;COX7A2;COX7B;COX8A;CPNE8;CRIP1;CTSC;CXCL14;CYSTM1;DBI;DMAC1;DPM3;DPPA3;EEF1D;EID1;EIF3I;ETFB;FABP5;FHL2;FKBP11;FKBP14;FUOM;GABRA3;GGCT;GLIPR2;GLO1;GNPDA1;GSTP1;H2AZ1;HADH;HBE1;HBZ;HIGD1A;HMGB3;HMGN3;HSD17B10;IFITM1;IFITM3;IGSF1;JPT1;LAMA4;LDHA;LGALS1;MCM10;METTL16;MGST1;MGST3;MICOS13;MPV17L;MRPL34;MRPS21;MTLN;M
CellMarker2	Mast cell	165	161	161	1.0	ABCA1;ABCB1;ABCC4;ACE;ACSL4;ADCYAP1;ADIRF;ADRB2;ALCAM;ALOX5;ALOX5AP;ANXA4;AREG;ARHGAP18;ASAH1;ASIC4;BACE2;BEX1;BST2;BTK;BTN3A2;CADPS;CALB2;CAPG;CAPN3;CAVIN2;CCL4;CCN3;CD164;CD2;CD24;CD33;CD34;CD36;CD69;CD74;CD82;CD9;CDK15;CEACAM5;CEACAM6;CEACAM8;CLEC12A;CLU;CMA1;CNRIP1;COL13A1;CPA3;CPM;CR1;CSF1;CSF1R;CSF2RA;CSF2RB;CST3;CTSG;CTTNBP2;DDX1;DHRS9;DLC1;EFHC2;EGR1;ELANE;ENPP3;FCER1A;FCER1G;FCER2;FCGR1A;FCGR2A;FUT4;FZD4;GATA2;GCSAML;GMPR;GPR35;HDC;HEY1;HMGCS2;HPGD;HPGDS;IL1RL1;IL2;IL2RA;IL3RA;IL5RA;IL6
